"Story","Title","Result","Date","Stability","Duration (s)"
"Testing different responses contains correct currencies respectively","As a user I want to check bingo Jackpots request and verify","SUCCESS","2023-06-17T19:17:06.283+01:00[Europe/London]","0.0","4.09"
